Date,HomeTeam,AwayTeam,FTR,FTHG,FTAG,HTHG,HTAG,home_form_pts,home_goals_for,home_goals_against,away_form_pts,away_goals_for,away_goals_against,h2h_home_winrate,market_home_prob,market_draw_prob,market_away_prob,season,market_prediction
2022-10-19,Liverpool,West Ham,H,1,0,1,0,1.6,1.6,1.4,1.4,1.4,1.0,0.33,0.6756756756756757,0.1891891891891892,0.13513513513513511,2223,H
2022-10-19,Newcastle,Everton,H,1,0,1,0,1.8,2.0,0.6,1.4,0.8,1.0,0.33,0.5884729329383249,0.2477780770266631,0.16374899003501214,2223,H
2022-10-19,Man United,Tottenham,H,2,0,0,0,2.0,1.8,1.6,2.4,2.4,1.2,0.33,0.38596491228070173,0.27017543859649124,0.34385964912280703,2223,H
2022-10-20,Fulham,Aston Villa,H,3,0,1,0,0.8,1.6,2.6,1.2,0.6,0.8,0.33,0.32907857997606704,0.2891902672516953,0.3817311527722378,2223,A
2022-10-20,Leicester,Leeds,H,2,0,2,0,0.8,1.8,2.6,0.4,0.8,1.8,0.33,0.42105263157894735,0.2631578947368421,0.3157894736842105,2223,H
2022-10-22,Nott'm Forest,Liverpool,H,1,0,0,0,0.4,0.6,1.8,1.6,1.4,1.2,0.33,0.08595988538681948,0.15759312320916904,0.7564469914040115,2223,A
2022-10-22,Everton,Crystal Palace,H,3,0,1,0,1.2,0.8,1.2,1.6,1.0,0.8,0.33,0.36786028999439235,0.2988864856204438,0.3332532243851638,2223,H
2022-10-22,Man City,Brighton,H,3,1,2,0,2.0,2.8,1.0,1.0,1.6,1.6,0.33,0.7913043478260869,0.13565217391304346,0.07304347826086957,2223,H
2022-10-22,Chelsea,Man United,D,1,1,0,0,2.6,1.8,0.4,2.0,2.0,1.6,0.33,0.4605263157894737,0.2697368421052631,0.2697368421052631,2223,H
2022-10-23,Aston Villa,Brentford,H,4,0,3,0,1.0,0.4,1.2,1.0,0.6,1.6,0.33,0.4545454545454546,0.27272727272727276,0.27272727272727276,2223,H
2022-10-23,Leeds,Fulham,A,2,3,1,1,0.2,0.6,2.0,1.4,2.0,2.2,0.33,0.46400294605045106,0.27177315411526415,0.2642238998342846,2223,H
2022-10-23,Southampton,Arsenal,D,1,1,0,1,0.8,0.6,1.6,2.4,2.2,1.2,0.33,0.15818639798488665,0.23727959697732998,0.6045340050377834,2223,A
2022-10-23,Wolves,Leicester,A,0,4,0,2,0.6,0.4,2.0,1.4,1.8,1.6,0.33,0.4193548387096774,0.2903225806451613,0.2903225806451613,2223,H
2022-10-23,Tottenham,Newcastle,A,1,2,0,2,1.8,2.0,1.4,2.2,2.2,0.6,0.33,0.4605263157894737,0.2697368421052631,0.2697368421052631,2223,H
2022-10-24,West Ham,Bournemouth,H,2,0,1,0,1.4,1.2,0.8,1.2,1.0,1.0,0.33,0.6075949367088608,0.23544303797468355,0.1569620253164557,2223,H
2022-10-29,Brighton,Chelsea,H,4,1,3,0,0.4,0.8,1.8,2.2,1.6,0.4,0.33,0.31654676258992803,0.2877697841726619,0.3956834532374101,2223,A
2022-10-29,Leicester,Man City,A,0,1,0,0,2.0,2.2,0.4,2.4,3.2,1.0,0.33,0.09489051094890512,0.14598540145985403,0.759124087591241,2223,A
2022-10-29,Bournemouth,Tottenham,A,2,3,1,0,1.0,0.8,1.2,1.2,1.0,1.4,0.33,0.19022379269729095,0.2502944640753828,0.5594817432273262,2223,A
2022-10-29,Brentford,Wolves,D,1,1,0,0,1.0,0.6,1.8,0.6,0.4,2.2,0.33,0.43220338983050843,0.2796610169491525,0.288135593220339,2223,H
2022-10-29,Newcastle,Aston Villa,H,4,0,1,0,2.6,2.4,0.6,1.0,1.0,1.2,0.33,0.5319148936170214,0.25531914893617025,0.21276595744680854,2223,H
2022-10-29,Fulham,Everton,D,0,0,0,0,1.4,2.0,2.2,1.2,1.2,1.2,0.33,0.40208136234626296,0.28027436140018924,0.3176442762535478,2223,H
2022-10-29,Liverpool,Leeds,A,1,2,1,1,1.4,1.4,1.4,0.2,0.6,1.6,0.33,0.7346938775510204,0.15918367346938778,0.10612244897959185,2223,H
2022-10-29,Crystal Palace,Southampton,H,1,0,1,0,1.4,1.0,1.4,1.0,0.8,1.6,0.33,0.49930651872399445,0.2635228848821082,0.23717059639389737,2223,H
2022-10-30,Arsenal,Nott'm Forest,H,5,0,1,0,2.6,2.2,0.8,1.0,0.4,1.2,0.33,0.7865168539325843,0.1348314606741573,0.07865168539325842,2223,H
2022-10-30,Man United,West Ham,H,1,0,1,0,1.6,1.6,1.6,2.0,1.6,0.6,0.33,0.5679129200189305,0.2356838618078561,0.19640321817321343,2223,H
2022-11-05,Leeds,Bournemouth,H,4,3,1,2,0.6,1.0,1.8,0.8,1.2,1.8,0.33,0.5510440835266821,0.24941995359628769,0.19953596287703013,2223,H
2022-11-05,Man City,Fulham,H,2,1,1,1,2.4,2.8,1.0,1.6,1.8,1.4,0.33,0.850873264666368,0.09941782355575458,0.04970891177787729,2223,H
2022-11-05,Nott'm Forest,Brentford,D,2,2,1,1,1.0,0.4,1.4,1.0,0.8,2.0,0.33,0.3458980044345898,0.28824833702882485,0.3658536585365853,2223,A
2022-11-05,Wolves,Brighton,A,2,3,2,2,0.8,0.6,2.0,0.8,1.0,1.4,0.33,0.28846153846153844,0.28846153846153844,0.423076923076923,2223,A
2022-11-05,Everton,Leicester,A,0,2,0,1,0.8,0.8,1.0,1.4,1.4,0.6,0.33,0.3956834532374101,0.2877697841726619,0.31654676258992803,2223,H
2022-11-06,Southampton,Newcastle,A,1,4,0,1,1.0,0.6,1.4,2.6,2.4,0.4,0.33,0.23717059639389737,0.2635228848821082,0.49930651872399445,2223,A
2022-11-06,West Ham,Crystal Palace,A,1,2,1,1,1.4,1.2,0.8,2.0,1.0,1.0,0.33,0.4972144846796657,0.27785515320334264,0.22493036211699163,2223,H
2022-11-06,Chelsea,Arsenal,A,0,1,0,0,1.6,1.4,1.0,2.6,2.6,0.8,0.33,0.3711340206185567,0.27835051546391754,0.35051546391752575,2223,H
2022-11-06,Aston Villa,Man United,H,3,1,2,1,0.8,1.0,2.0,2.2,1.2,0.4,0.33,0.2907103825136612,0.2524590163934426,0.45683060109289614,2223,A
2022-11-06,Tottenham,Liverpool,A,1,2,0,2,1.8,1.4,1.2,1.2,1.0,1.2,0.33,0.28668941979522183,0.26279863481228666,0.4505119453924914,2223,A
2022-11-12,Bournemouth,Everton,H,3,0,2,0,0.2,1.4,2.4,0.8,0.6,1.0,0.33,0.3403141361256544,0.2931937172774869,0.3664921465968586,2223,A
2022-11-12,Man City,Brentford,A,1,2,1,1,2.4,2.0,0.6,1.2,1.0,1.4,0.33,0.8267477203647416,0.11781155015197567,0.05544072948328267,2223,H
2022-11-12,Liverpool,Southampton,H,3,1,3,1,1.8,1.0,0.8,1.0,0.8,1.4,0.33,0.7657295850066934,0.14725568942436412,0.08701472556894244,2223,H
2022-11-12,Nott'm Forest,Crystal Palace,H,1,0,0,0,1.0,0.6,1.6,2.0,1.0,1.0,0.33,0.30625,0.30625,0.3875,2223,A
2022-11-12,Tottenham,Leeds,H,4,3,1,2,1.2,1.4,1.6,1.2,1.6,2.0,0.33,0.5746381507885073,0.22575070209548498,0.19961114711600778,2223,H
2022-11-12,West Ham,Leicester,A,0,2,0,1,0.8,0.8,1.0,2.0,1.6,0.2,0.33,0.4652011310772599,0.2804889172671714,0.25430995165556874,2223,H
2022-11-12,Wolves,Arsenal,A,0,2,0,0,0.8,1.0,2.0,2.6,2.2,0.6,0.33,0.15874177029992684,0.22677395757132407,0.6144842721287491,2223,A
2022-11-12,Newcastle,Chelsea,H,1,0,0,0,2.6,2.2,0.4,1.0,0.8,1.2,0.33,0.4041204437400951,0.2793185419968304,0.3165610142630745,2223,H
2022-11-13,Brighton,Aston Villa,A,1,2,1,1,1.4,1.6,1.6,1.2,1.4,2.0,0.33,0.5198277142432793,0.25367592455072036,0.2264963612060003,2223,H
2022-11-13,Fulham,Man United,A,1,2,0,1,1.6,1.8,1.2,1.6,1.0,0.8,0.33,0.25,0.25,0.5,2223,A
